Data,Nome do Produto,Quantidade,Lucro
2024-05-05,Produto B,77,841.3
2023-11-15,Produto C,36,698.26
2023-12-19,Produto B,67,293.41
2023-04-19,Produto C,63,201.32
2023-09-18,Produto D,21,64.4
2024-05-19,Produto B,58,709.31
2023-05-07,Produto D,44,81.08
2023-08-07,Produto B,20,84.25
2023-11-11,Produto A,4,864.51
2022-12-18,Produto B,25,140.06
2023-04-03,Produto D,70,185.3
2023-03-05,Produto C,95,201.47
2023-06-03,Produto C,95,252.58
2024-02-10,Produto A,50,153.89
2023-11-26,Produto D,47,825.44
2022-10-09,Produto D,55,543.58
2024-03-25,Produto C,50,967.24
2023-04-15,Produto D,17,715.32
2024-05-29,Produto A,49,468.4
2024-01-08,Produto D,100,305.95
2024-04-12,Produto D,5,600.09
2023-08-15,Produto C,96,299.27
2022-11-02,Produto A,20,435.28
2024-05-23,Produto D,35,931.83
2024-02-03,Produto C,89,239.41
2023-03-12,Produto C,98,75.88
2024-04-02,Produto B,98,430.52
2024-03-30,Produto B,41,896.17
2022-07-24,Produto B,77,401.09
2024-04-11,Produto B,90,913.43
2022-12-11,Produto B,5,413.93
2023-04-17,Produto C,2,75.36
2024-02-28,Produto B,27,348.99
2024-02-18,Produto C,38,916.19
2022-09-05,Produto A,77,121.41
2023-03-27,Produto B,20,534.1
2023-07-15,Produto D,33,150.63
2023-09-16,Produto B,95,746.27
2022-10-29,Produto C,7,497.97
2023-01-05,Produto B,98,962.1
2022-07-10,Produto D,74,883.01
2023-12-09,Produto C,76,547.17
2023-10-29,Produto B,67,547.14
2022-09-07,Produto A,23,118.6
2023-04-19,Produto A,66,139.4
2023-10-09,Produto B,27,923.73
2022-11-28,Produto D,86,29.08
2023-11-14,Produto D,32,854.21
2022-10-20,Produto A,73,227.56
2023-07-05,Produto C,58,589.62
2022-08-17,Produto B,35,602.61
2024-03-02,Produto A,66,704.46
2024-03-06,Produto B,71,206.04
2023-03-22,Produto B,91,621.96
2023-08-01,Produto C,51,753.47
2023-08-16,Produto B,47,158.37
2024-02-29,Produto D,53,882.38
2023-10-23,Produto B,92,187.67
2024-03-15,Produto B,93,409.9
2023-03-26,Produto A,79,914.07
2023-09-20,Produto C,38,755.63
2024-02-08,Produto C,57,175.97
2024-05-03,Produto D,21,910.68
2023-12-22,Produto D,94,954.01
2022-11-15,Produto A,66,69.61
2024-06-15,Produto B,83,62.83
2022-12-16,Produto C,51,714.11
2023-08-03,Produto D,37,288.35
2023-09-02,Produto D,60,618.55
2022-09-09,Produto B,48,312.96
2024-05-18,Produto C,30,894.74
2023-02-14,Produto C,15,438.88
2022-12-06,Produto A,10,249.75
2023-03-15,Produto A,22,574.73
2022-12-23,Produto A,15,278.07
2023-05-09,Produto B,95,727.69
2024-01-02,Produto D,15,717.24
2022-11-08,Produto C,70,974.87
2022-12-31,Produto A,88,110.64
2022-08-31,Produto D,95,753.84
2023-08-29,Produto A,1,804.91
2023-12-12,Produto B,39,551.12
2024-05-29,Produto C,16,51.85
2023-08-08,Produto B,79,257.28
2023-08-31,Produto B,37,530.04
2023-06-14,Produto C,79,137.24
2023-12-17,Produto A,87,673.4
2023-03-02,Produto B,83,780.67
2022-12-15,Produto C,12,356.9
2022-10-02,Produto C,6,446.85
2022-08-05,Produto B,61,650.19
2023-05-01,Produto A,54,23.62
2022-09-16,Produto A,9,685.49
2024-04-11,Produto C,33,792.13
2024-04-29,Produto D,26,763.58
2024-05-22,Produto B,100,934.63
2023-01-05,Produto A,97,727.74
2023-04-26,Produto A,87,973.33
2022-07-24,Produto D,49,646.08
2024-03-14,Produto A,91,404.29
2023-03-28,Produto B,53,504.17
2023-10-27,Produto D,83,862.48
2022-11-21,Produto A,55,406.41
2024-06-15,Produto D,21,326.86
2023-03-24,Produto B,44,18.56
2023-09-24,Produto D,20,643.11
2022-07-07,Produto B,4,557.9
2023-07-09,Produto C,45,808.52
2023-12-09,Produto D,60,69.31
2023-06-11,Produto B,67,269.66
2023-09-27,Produto B,13,384.42
2023-06-26,Produto C,17,835.38
2023-04-12,Produto B,32,303.84
2024-03-14,Produto B,88,496.02
2023-12-23,Produto D,84,809.73
2023-10-13,Produto D,88,748.92
2023-06-07,Produto D,2,330.22
2022-12-07,Produto C,78,630.26
2023-09-09,Produto C,38,343.2
2023-06-16,Produto C,68,162.95
2023-05-20,Produto B,16,567.7
2022-12-16,Produto A,38,620.2
2022-10-27,Produto A,36,588.91
2023-12-06,Produto D,5,411.98
2023-10-31,Produto D,19,761.43
2023-05-30,Produto D,75,886.78
2022-09-02,Produto D,6,592.76
2023-11-29,Produto A,37,819.78
2023-05-16,Produto C,11,701.32
2022-11-22,Produto B,15,903.78
2022-11-25,Produto B,98,273.26
2023-08-05,Produto D,93,635.14
2023-09-08,Produto B,45,773.35
2022-09-18,Produto A,47,329.98
2022-10-26,Produto D,6,198.74
2022-09-06,Produto A,89,854.86
2024-02-29,Produto A,84,502.48
2023-09-22,Produto A,56,890.8
2022-08-19,Produto D,64,104.89
2023-12-03,Produto B,23,796.08
2023-11-23,Produto C,1,508.13
2023-08-22,Produto D,69,533.89
2022-08-09,Produto B,44,435.25
2023-10-31,Produto B,24,205.5
2023-07-12,Produto C,56,121.41
2024-04-11,Produto B,41,459.8
2023-06-05,Produto C,85,469.84
2023-05-23,Produto A,7,74.8
2023-12-16,Produto D,17,262.63
2022-09-25,Produto B,81,22.03
2022-11-18,Produto B,67,182.62
2024-02-08,Produto C,24,900.13
2024-01-15,Produto D,40,95.94
2024-04-05,Produto D,5,46.44
2024-01-10,Produto B,77,63.31
2023-03-02,Produto B,1,234.73
2022-08-12,Produto A,69,743.26
2022-12-25,Produto C,44,296.79
2024-03-18,Produto C,55,111.83
2023-05-14,Produto D,4,578.36
2022-08-22,Produto D,66,232.57
2022-09-09,Produto C,100,978.72
2022-09-21,Produto A,7,73.92
2023-07-10,Produto A,91,941.44
2023-06-07,Produto D,8,177.45
2023-08-17,Produto A,45,827.05
2022-11-30,Produto B,8,494.52
2023-10-01,Produto D,29,387.69
2024-05-15,Produto B,23,283.08
2023-07-14,Produto B,93,850.85
2022-07-23,Produto A,57,408.58
2024-04-15,Produto A,55,211.92
2023-01-15,Produto A,78,937.6
2023-04-02,Produto B,53,79.78
2023-01-24,Produto D,53,447.91
2024-04-07,Produto D,59,620.04
2023-07-07,Produto A,17,998.04
2022-09-09,Produto C,84,94.97
2023-01-18,Produto D,32,312.6
2023-12-20,Produto A,82,766.96
2022-07-15,Produto B,77,500.52
2024-03-20,Produto D,32,106.93
2024-05-04,Produto A,24,475.33
2023-12-12,Produto B,88,579.09
2023-07-14,Produto D,89,672.91
2023-02-26,Produto A,50,917.45
2023-11-23,Produto C,25,52.42
2023-09-28,Produto A,34,60.96
2023-05-16,Produto D,38,12.56
2023-04-23,Produto B,12,883.56
2024-03-04,Produto A,40,228.8
2024-01-09,Produto B,14,151.28
2023-06-25,Produto C,47,654.98
2024-03-03,Produto C,21,926.49
2022-07-10,Produto B,44,858.4
2023-05-25,Produto B,9,308.19
2023-06-09,Produto C,58,263.09
2024-06-09,Produto C,26,405.35
2024-03-05,Produto C,22,38.61
2023-06-13,Produto B,33,506.71
2023-09-08,Produto A,14,311.32
2023-08-12,Produto B,84,255.31
2022-11-19,Produto C,67,27.53
2024-03-20,Produto C,21,72.99
2023-01-23,Produto D,74,85.39
2022-08-01,Produto C,79,263.33
2022-12-02,Produto A,90,489.93
2023-12-02,Produto A,84,45.83
2022-12-13,Produto B,76,663.51
2024-06-07,Produto C,70,443.83
2024-02-14,Produto D,10,511.12
2023-08-17,Produto B,36,368.96
2024-04-10,Produto D,82,722.74
2023-12-18,Produto D,34,247.85
2022-07-06,Produto A,52,94.59
2023-11-26,Produto A,15,555.33
2023-05-11,Produto C,27,645.97
2023-02-17,Produto B,49,482.12
2023-05-28,Produto B,15,805.73
2023-05-22,Produto C,72,969.91
2023-12-25,Produto A,8,558.04
2022-07-31,Produto B,22,182.63
2024-06-19,Produto D,93,401.79
2024-06-10,Produto A,25,344.11
2024-05-15,Produto D,48,433.35
2023-03-13,Produto C,47,244.36
2023-04-22,Produto D,68,612.25
2024-05-19,Produto A,76,264.13
2023-01-20,Produto B,65,459.44
2024-02-17,Produto D,13,48.92
2023-02-28,Produto D,30,26.15
2022-11-30,Produto B,3,141.33
2024-03-08,Produto A,19,998.99
2024-05-30,Produto D,64,582.16
2023-05-15,Produto A,81,262.16
2023-09-15,Produto D,12,820.23
2022-08-16,Produto A,63,676.01
2022-12-12,Produto B,21,319.2
2024-05-08,Produto C,53,119.51
2023-03-28,Produto A,43,582.13
2023-01-06,Produto D,48,478.83
2023-04-17,Produto D,36,305.98
2022-07-26,Produto D,12,217.9
2024-02-15,Produto C,16,730.3
2022-10-20,Produto C,97,291.41
2023-02-27,Produto B,48,436.95
2024-01-31,Produto A,80,904.41
2024-02-23,Produto A,25,907.78
2022-11-20,Produto B,6,635.07
2024-02-11,Produto A,54,249.41
2024-01-21,Produto A,59,121.71
2024-01-07,Produto C,42,785.9
2024-05-22,Produto A,97,224.5
2024-03-01,Produto D,5,341.87
2022-07-30,Produto B,60,89.46
2023-03-25,Produto C,57,654.05
2022-11-16,Produto B,29,90.16
2022-10-27,Produto C,9,155.16
2023-06-18,Produto D,94,602.6
2023-12-25,Produto D,15,647.64
2024-03-06,Produto C,100,395.81
2023-11-19,Produto A,84,324.82
2023-03-06,Produto C,36,101.61
2024-06-23,Produto B,49,258.73
2024-05-02,Produto D,23,541.46
2023-12-02,Produto B,47,707.18
2023-12-20,Produto B,81,196.2
2023-12-16,Produto C,60,947.9
2023-01-12,Produto A,78,554.17
2022-07-27,Produto C,4,72.9
2023-12-18,Produto C,57,318.36
2023-10-04,Produto D,90,854.16
2022-08-08,Produto A,82,325.58
2024-01-08,Produto A,62,935.62
2024-02-20,Produto C,78,913.0
2024-06-20,Produto B,60,551.37
2023-10-11,Produto D,52,826.48
2022-07-19,Produto C,99,587.82
2023-10-24,Produto B,60,283.16
2022-11-24,Produto A,93,331.81
2024-01-19,Produto A,91,577.6
2024-02-11,Produto A,32,88.22
2024-05-17,Produto B,66,31.31
2022-09-11,Produto B,54,693.0
2022-10-16,Produto D,99,312.95
2023-10-09,Produto A,75,156.26
2023-01-30,Produto C,88,938.82
2024-01-20,Produto B,59,818.28
2023-10-20,Produto B,95,982.76
2024-06-21,Produto A,84,462.69
2024-05-09,Produto C,49,982.16
2024-04-19,Produto D,49,925.55
2023-06-17,Produto C,33,554.98
2023-06-14,Produto B,40,234.77
2023-04-14,Produto A,53,942.58
2023-06-15,Produto A,98,147.8
2023-02-14,Produto D,1,124.06
2023-09-14,Produto D,31,934.04
2023-11-17,Produto A,23,533.58
2023-09-18,Produto D,50,278.18
2024-01-31,Produto B,22,763.27
2024-01-17,Produto A,78,400.14
2023-03-09,Produto D,29,106.67
2023-08-15,Produto C,53,600.24
2023-04-12,Produto D,95,802.86
2023-04-19,Produto D,27,960.26
2023-05-19,Produto C,92,501.83
2024-01-20,Produto C,94,349.75
2024-06-10,Produto D,50,795.76
2023-02-09,Produto A,54,951.75
2024-03-09,Produto C,22,367.99
2023-08-23,Produto C,12,607.98
2023-02-09,Produto D,27,506.44
2023-04-29,Produto A,69,285.11
2023-11-26,Produto B,52,517.02
2023-05-08,Produto C,94,139.56
2023-02-17,Produto A,47,636.72
2024-01-01,Produto D,72,927.51
2024-06-09,Produto B,20,522.79
2023-04-07,Produto D,94,416.51
2023-06-10,Produto A,55,70.95
2022-10-21,Produto A,90,30.25
2023-08-03,Produto A,72,576.05
2023-10-26,Produto B,95,445.11
2024-02-25,Produto D,96,741.48
2023-03-11,Produto A,19,754.49
2023-07-21,Produto C,48,252.92
2024-01-11,Produto C,40,423.2
2023-03-06,Produto B,94,391.47
2024-03-06,Produto D,58,202.27
2024-04-08,Produto B,38,325.26
2023-02-06,Produto A,5,199.67
2024-01-24,Produto C,46,508.1
2023-10-24,Produto D,72,216.13
2024-05-28,Produto D,18,703.16
2024-04-09,Produto D,97,563.22
2023-03-23,Produto C,76,811.94
2024-05-13,Produto C,30,867.84
2024-03-21,Produto A,9,936.56
2022-10-22,Produto C,79,40.93
2022-12-20,Produto B,42,255.74
2024-01-17,Produto C,25,501.9
2022-12-05,Produto C,23,521.66
2023-07-27,Produto B,15,776.66
2023-01-24,Produto A,46,491.18
2023-10-13,Produto C,48,498.5
2024-01-21,Produto B,9,422.93
2023-01-25,Produto A,92,266.56
2022-07-10,Produto B,16,685.07
2024-03-31,Produto A,85,465.53
2023-09-25,Produto D,71,97.32
2022-11-05,Produto A,68,730.61
2023-10-08,Produto C,62,754.81
2023-02-24,Produto C,15,501.58
2024-06-16,Produto A,66,241.15
2023-10-10,Produto C,3,742.11
2023-02-08,Produto D,21,54.12
2023-07-20,Produto D,42,758.71
2023-01-30,Produto B,81,188.28
2022-12-27,Produto B,57,374.77
2023-02-27,Produto A,11,285.82
2024-02-10,Produto A,76,196.97
2022-11-04,Produto A,65,742.7
2023-11-11,Produto A,84,116.52
2024-06-04,Produto C,23,983.23
2023-12-03,Produto A,21,558.51
2022-07-18,Produto B,59,542.08
2023-02-18,Produto D,98,948.3
2023-11-21,Produto D,98,117.07
2022-08-31,Produto B,33,130.54
2024-06-17,Produto D,45,657.81
2022-12-26,Produto A,6,380.26
2023-07-12,Produto A,43,14.38
2023-04-15,Produto B,87,329.93
2022-08-18,Produto C,21,763.57
2023-11-07,Produto D,98,436.38
2023-05-22,Produto B,38,566.98
2024-01-12,Produto B,88,365.95
2022-11-11,Produto A,12,383.67
2023-05-20,Produto A,38,890.15
2024-01-01,Produto C,61,574.99
2022-12-09,Produto A,33,848.16
2023-11-05,Produto B,11,373.61
2022-08-16,Produto C,83,884.54
2024-02-09,Produto A,13,136.14
2024-03-16,Produto C,30,23.83
2023-03-20,Produto A,65,517.03
2023-07-16,Produto A,27,298.04
2023-07-24,Produto A,68,445.5
2023-01-17,Produto D,94,32.22
2024-05-16,Produto C,43,629.72
2024-04-27,Produto D,29,542.37
2023-12-22,Produto B,94,456.5
2023-07-29,Produto A,40,573.52
2024-02-11,Produto B,24,639.79
2023-08-18,Produto A,96,583.64
2023-03-28,Produto C,99,109.53
2022-08-07,Produto D,26,86.98
2022-09-13,Produto D,51,890.24
2023-04-08,Produto A,27,914.38
2023-02-15,Produto D,95,34.97
2023-04-28,Produto C,63,134.31
2024-03-10,Produto B,36,760.3
2023-06-09,Produto B,40,592.41
2022-08-05,Produto B,46,723.23
2022-09-23,Produto C,100,100.84
2023-04-28,Produto C,69,395.66
2023-11-16,Produto C,43,590.44
2022-07-21,Produto A,13,308.39
2023-02-18,Produto C,47,181.74
2023-05-12,Produto B,79,484.08
2023-05-01,Produto C,47,946.14
2023-02-25,Produto D,9,450.48
2023-02-05,Produto D,3,607.24
2022-08-17,Produto B,22,981.95
2023-01-07,Produto B,59,78.63
2023-06-17,Produto A,84,59.14
2023-08-15,Produto C,91,448.63
2023-09-03,Produto A,68,791.84
2024-04-27,Produto C,41,589.16
2023-01-21,Produto D,40,189.04
2022-11-12,Produto C,10,845.58
2022-11-04,Produto C,67,708.35
2022-12-09,Produto C,73,902.23
2024-05-24,Produto B,73,679.06
2023-04-14,Produto B,95,402.27
2022-09-13,Produto C,98,663.26
2022-08-04,Produto C,60,958.54
2022-09-06,Produto C,94,166.12
2023-02-26,Produto B,93,377.11
2024-02-07,Produto C,92,92.36
2024-01-30,Produto D,48,987.84
2024-04-29,Produto C,8,680.9
2024-01-15,Produto B,59,843.44
2023-11-25,Produto C,2,771.05
2023-12-22,Produto D,3,228.38
2024-02-16,Produto B,21,344.25
2022-12-17,Produto A,25,972.27
2022-10-11,Produto C,87,425.6
2023-11-22,Produto A,17,235.79
2024-04-18,Produto A,80,735.6
2023-05-13,Produto C,38,725.16
2023-08-08,Produto B,93,623.94
2022-08-12,Produto C,65,839.22
2022-10-22,Produto B,76,839.6
2023-11-25,Produto A,23,348.02
2023-09-27,Produto D,43,755.7
2024-02-05,Produto C,60,164.68
2024-01-22,Produto B,56,451.73
2022-10-03,Produto A,6,614.63
2022-09-01,Produto B,40,895.36
2023-03-28,Produto B,92,486.34
2022-09-14,Produto D,32,505.14
2023-09-28,Produto C,5,335.58
2023-09-16,Produto A,28,277.45
2023-05-25,Produto C,76,605.16
2023-01-06,Produto A,9,658.76
2024-05-17,Produto C,27,171.83
2024-05-19,Produto C,67,805.12
2023-03-21,Produto A,59,629.01
2023-10-17,Produto D,84,875.21
2022-11-21,Produto D,24,455.99
2024-05-07,Produto D,67,550.42
2023-03-13,Produto C,55,573.92
2024-06-03,Produto A,33,645.3
2023-10-31,Produto A,66,244.14
2023-05-09,Produto C,55,255.47
2023-02-26,Produto D,28,155.06
2024-04-03,Produto D,89,381.31
2023-06-20,Produto B,39,807.19
2024-05-08,Produto B,24,623.72
2024-05-08,Produto A,1,786.5
2024-03-26,Produto A,81,576.76
2022-12-05,Produto B,60,609.95
2023-03-07,Produto D,51,918.28
2023-05-05,Produto B,57,714.75
2024-01-06,Produto D,25,156.4
2023-03-14,Produto D,67,316.88
2023-11-24,Produto C,7,443.65
2023-09-26,Produto D,11,684.92
2023-01-14,Produto C,10,983.99
2024-01-19,Produto A,17,211.85
2024-05-10,Produto C,77,776.75
2022-08-06,Produto D,68,734.44
2024-01-29,Produto B,54,653.99
2023-12-03,Produto D,54,832.16
2022-09-05,Produto D,99,765.49
2023-01-03,Produto D,84,36.65
2023-07-07,Produto A,53,618.08
2023-08-01,Produto D,37,111.13
2024-05-04,Produto D,62,34.13
2022-09-28,Produto B,54,905.73
2024-01-07,Produto A,1,509.86
2023-07-06,Produto A,35,487.1
2022-09-01,Produto C,69,458.53
2023-07-11,Produto B,34,51.09
2022-07-07,Produto C,44,926.44
2023-10-07,Produto D,77,368.72
2024-02-09,Produto A,87,653.43
2022-08-23,Produto D,69,213.63
2024-05-03,Produto B,86,915.65
2023-09-22,Produto D,99,855.67
2024-03-05,Produto B,39,891.39
2024-02-28,Produto D,12,423.12
2023-12-14,Produto B,3,968.37
2022-07-23,Produto B,5,18.22
2022-12-30,Produto D,46,154.98
2023-08-01,Produto B,64,593.89
2022-10-20,Produto B,90,320.08
2023-12-16,Produto D,82,713.73
2023-10-29,Produto D,62,15.25
2022-10-27,Produto C,56,971.61
2023-12-03,Produto A,66,229.91
2023-10-14,Produto A,15,657.98
2022-10-15,Produto A,87,310.42
2022-08-07,Produto D,43,498.76
2024-04-19,Produto B,61,111.55
2023-12-11,Produto D,37,950.46
2024-02-01,Produto B,79,390.66
2024-06-18,Produto A,8,786.09
2023-05-21,Produto B,23,248.74
2023-02-08,Produto C,56,324.69
2022-09-09,Produto A,22,841.16
2024-04-28,Produto D,81,900.49
2024-02-05,Produto C,6,312.89
2023-11-27,Produto C,11,81.86
2023-09-13,Produto B,8,649.59
2022-12-21,Produto D,7,541.93
2023-09-19,Produto D,30,946.75
2024-03-07,Produto C,15,759.1
2024-01-15,Produto D,32,952.17
2024-01-31,Produto A,79,419.2
2024-02-01,Produto D,73,881.74
2023-02-22,Produto D,97,198.88
2023-08-28,Produto B,67,747.28
2024-01-29,Produto A,8,561.13
2022-07-19,Produto A,75,806.32
2022-07-19,Produto A,54,482.44
2022-11-04,Produto B,23,372.88
2024-04-09,Produto A,60,694.71
2023-05-23,Produto D,21,323.38
2024-03-14,Produto D,14,138.73
2023-05-02,Produto C,73,560.94
2022-08-05,Produto D,1,997.07
2023-07-10,Produto D,71,21.51
2023-04-24,Produto D,83,525.04
2023-08-17,Produto C,61,445.4
2024-05-07,Produto D,35,650.24
2022-10-21,Produto B,89,528.18
2023-03-01,Produto D,66,684.08
2023-09-15,Produto C,82,247.2
2023-08-31,Produto D,41,968.91
2023-08-19,Produto A,62,881.15
2023-10-10,Produto C,55,682.81
2023-01-24,Produto D,74,264.61
2024-02-21,Produto A,32,796.45
2023-12-12,Produto D,69,127.4
2022-08-12,Produto B,37,185.12
2024-01-23,Produto D,65,679.17
2022-07-18,Produto C,47,559.92
2023-04-24,Produto C,89,915.78
2023-05-22,Produto A,65,370.18
2023-03-17,Produto C,18,52.33
2023-04-29,Produto C,51,749.75
2023-12-16,Produto C,7,567.03
2023-10-07,Produto B,88,576.98
2023-02-15,Produto D,21,137.21
2024-02-20,Produto C,80,521.5
2023-07-11,Produto A,100,214.04
2023-10-06,Produto B,65,369.31
2022-08-28,Produto B,94,246.41
2023-04-23,Produto D,55,179.1
2024-03-10,Produto C,17,542.36
2023-10-12,Produto D,23,93.56
2023-08-22,Produto A,2,528.86
2023-09-17,Produto A,22,345.18
2023-07-01,Produto D,49,198.33
2024-04-08,Produto D,18,815.03
2024-06-13,Produto B,26,570.77
2023-10-08,Produto A,17,790.08
2022-07-12,Produto C,29,11.55
2023-07-03,Produto D,40,138.76
2022-09-10,Produto D,86,784.76
2024-02-18,Produto A,43,731.86
2022-10-28,Produto D,98,965.04
2024-01-13,Produto D,43,192.1
2023-01-14,Produto B,57,146.68
2022-09-13,Produto D,96,750.99
2023-04-22,Produto C,94,492.21
2022-08-07,Produto B,57,662.37
2023-06-25,Produto D,40,935.24
2023-05-07,Produto B,98,571.02
2022-10-08,Produto B,18,106.51
2024-05-20,Produto D,91,551.71
2023-05-28,Produto A,70,837.64
2024-06-13,Produto D,61,325.38
2024-02-10,Produto D,25,162.75
2023-12-21,Produto C,38,286.86
2023-11-02,Produto D,46,194.04
2022-12-27,Produto D,52,464.1
2022-07-29,Produto B,4,350.24
2022-07-15,Produto D,77,551.91
2023-08-10,Produto A,76,496.83
2023-03-29,Produto C,41,714.54
2022-12-16,Produto B,9,525.39
2022-07-25,Produto D,55,162.89
2023-03-09,Produto D,96,254.45
2023-08-26,Produto C,91,248.78
2023-12-22,Produto C,70,480.13
2023-10-12,Produto C,7,837.03
2023-06-24,Produto C,17,200.06
2024-05-12,Produto C,62,160.04
2022-08-07,Produto B,28,641.39
2023-10-20,Produto B,54,858.52
2023-02-15,Produto A,41,594.55
2022-10-23,Produto D,80,889.41
2023-01-06,Produto C,38,172.31
2023-12-10,Produto C,72,684.28
2023-08-08,Produto A,7,455.89
2023-08-17,Produto D,67,305.27
2023-05-31,Produto A,43,849.74
2022-11-07,Produto D,29,723.06
2023-10-09,Produto D,19,299.26
2022-10-13,Produto C,69,703.65
2024-04-30,Produto B,31,259.01
2024-01-02,Produto D,24,613.33
2023-01-31,Produto B,84,818.57
2023-02-19,Produto A,100,183.63
2023-09-08,Produto B,15,217.49
2022-12-13,Produto D,99,407.3
2023-10-05,Produto D,40,819.64
2023-02-18,Produto B,31,196.54
2023-10-07,Produto C,5,130.79
2023-05-27,Produto B,29,979.0
2024-02-15,Produto C,66,906.53
2023-01-21,Produto A,50,714.88
2023-01-11,Produto D,41,409.21
2023-11-17,Produto C,27,117.88
2024-01-21,Produto D,30,220.85
2024-01-29,Produto C,40,881.61
2023-12-15,Produto A,30,610.13
2022-11-29,Produto A,53,945.92
